0	0.8	11	0	2.36558	-1
1	1.43	11	0	2.80784	-1
2	2.5	11	0	3.35297	-1
3	4.09	11	1	3.15299	-1
4	5.82	24	3	3.99843	-1
5	8.15	24	3	3.95779	-1
6	10.72	24	7	1.78705	-1
7	11.13	24	11	1.3	-1
8	11.13	24	11	1.3	-1
9	11.13	24	11	1.3	-1
10	11.13	24	11	1.3	-1
